ApplicantID,Gender,Age,MonthlyIncome,LoanAmount,CreditScore,EmploymentStatus,ExistingLoans,LoanTerm,PropertyArea,LoanApproved
1001,1,-0.728909945315372,-0.8519440226014164,0.8599145637852591,0.14884209005109392,1,-0.05016748378454817,-0.6078706761357132,2,0
1002,0,-0.37129437052554143,1.1361602011939098,0.8332922903315648,-0.681462889023166,0,-0.05016748378454817,-0.9190938228900677,0,0
1003,1,0.3439367790541196,-0.673528174916168,-1.0627724144661264,-0.44757416252337445,2,-0.7567517624401544,-0.08916543154512249,2,0
1004,1,-0.10308268943316853,0.9570507512299806,1.0239403669622045,1.359216249687515,0,-1.4633360410957605,-0.9190938228900677,2,1
1005,1,-1.0865255201052024,-0.05358112282922287,-0.24135497368539027,1.1487163958377027,1,-0.7567517624401544,-0.6078706761357132,1,1
1006,0,0.969764034936323,1.2276356709476055,1.6951786914002198,-1.371434632197551,2,-0.7567517624401544,0.9482450576360589,0,0
1007,1,0.07572509796174673,0.7401666540886723,-0.060106189519014176,-1.4123651593350144,2,1.3630010735266642,-0.8153527739719495,2,0
1008,1,-0.2818904768280838,-0.5233099275603614,1.1424909805866146,1.417688431312463,2,-0.05016748378454817,-1.0228348718081859,1,0
1009,1,0.254532885356662,1.7414348973856864,0.06896138635896921,-1.3480457595475719,0,0.6564167948710581,-1.0228348718081859,1,0
1010,0,1.5061873971210689,-1.0910500696712253,0.8105740995446951,1.6983549031122127,1,-0.05016748378454817,-0.8153527739719495,1,0
1011,1,-0.37129437052554143,1.6941098803710886,1.4163821717335434,-0.002219905234813311,0,-0.05016748378454817,0.42953981304546823,0,0
1012,1,-1.2653333075001179,0.1994770008463553,0.6659522857654862,-0.1318243817486559,2,1.3630010735266642,-1.0228348718081859,0,0
1013,1,-1.0865255201052024,0.7964017926832452,-1.1334417438526823,1.4001467768249785,1,0.6564167948710581,1.9856555468172403,1,1
1014,1,0.4333406727515773,0.5692737234260374,0.9817716172030437,0.5581473614257291,2,-1.4633360410957605,-0.08916543154512249,0,1
1015,0,-0.19248658313062617,-1.392446936768704,-0.16480235471344065,0.18392539902606264,2,0.6564167948710581,0.42953981304546823,0,0
1016,1,0.4333406727515773,0.911326354858492,0.00977145710011412,-1.096615378560296,0,-1.4633360410957605,-0.08916543154512249,2,1
1017,0,-0.728909945315372,-1.3072939185552899,1.6833888274421553,-0.7808655977855774,2,0.6564167948710581,-0.6078706761357132,1,0
1018,0,-0.4606982642229991,-0.9225047159518175,-0.24340403496579124,0.9148276693379112,1,-0.7567517624401544,1.9856555468172403,1,1
1019,0,0.5227445664490349,-0.16285015873215017,-0.4520900601405666,-0.5235879986358067,2,0.6564167948710581,-0.6078706761357132,0,0
1020,1,0.5227445664490349,1.4383840556236616,0.643862784235103,1.7217437757621918,2,1.3630010735266642,0.42953981304546823,1,0
1021,0,1.0591679286337807,0.6825709879474564,-0.4908592309572439,-1.6345594495098164,0,-1.4633360410957605,0.42953981304546823,1,1
1022,1,-0.9077177327102872,0.9190093339454165,-0.49581889064730533,0.18392539902606264,1,-0.05016748378454817,1.9856555468172403,1,0
1023,0,-0.37129437052554143,1.4996611492440286,1.6202094379631256,-1.7164205037847435,0,1.3630010735266642,1.9856555468172403,0,0
1024,0,-1.1759294138026601,0.7805289713057448,0.026125139364526352,-1.6696427584847853,2,-1.4633360410957605,0.42953981304546823,0,0
1025,0,-0.2818904768280838,1.2443621566680976,0.9989790750009563,0.809577742413005,0,-1.4633360410957605,0.42953981304546823,0,1
1026,0,0.254532885356662,-0.2757472680927918,0.496602027897802,-0.9972126697978846,0,-0.05016748378454817,-0.9190938228900677,2,0
1027,0,0.5227445664490349,0.29292656939321915,0.7559712733794648,-1.2544902689476551,0,-0.7567517624401544,0.9482450576360589,1,1
1028,0,0.07572509796174673,0.1865119736371701,1.6465600555652515,1.107785868700239,0,1.3630010735266642,0.42953981304546823,2,1
1029,0,0.16512899165920436,0.372930924537965,-0.36453925997798,-0.8510322157355148,2,-0.05016748378454817,1.9856555468172403,0,0
